variant,instance,run,seed,fitness,deterministic_makespan,final_robust_stdev,final_R,function_evaluations,raw_function_evaluations,runtime_s,generations
hpo_with_rl,2a_Hurink_sdata_1_workers.fjs,6,1005,110.40709123111384,52.0,2.2307395918635606,2.123213292906035,2568516,4999992,129600.59756660461,108631
hpo_with_rl,2a_Hurink_sdata_1_workers.fjs,7,1006,111.39161689695008,53.0,2.6064391907411575,2.1017286206971715,4244808,4999992,129600.58053469658,107799
hpo_with_rl,2a_Hurink_sdata_1_workers.fjs,8,1007,112.68073958301792,54.0,1.4539839113743958,2.08668036264848,4897536,4999992,129600.96754956245,107746
hpo_with_rl,2a_Hurink_sdata_1_workers.fjs,9,1008,112.81189987600919,54.0,2.2198698229283576,2.089109256963133,4467228,4999992,129600.58837890625,105320
hpo_with_rl,2a_Hurink_sdata_1_workers.fjs,10,1009,119.35475614981365,57.0,2.186625826272965,2.093943090347608,998916,4999992,129600.26675534248,106857
hpo_with_rl,2a_Hurink_sdata_38_workers.fjs,1,1000,4866.9258833431095,2289.0,66.84276948684997,2.126223627498082,837816,1717572,129602.06462597847,33515
hpo_with_rl,2a_Hurink_sdata_38_workers.fjs,2,1001,5189.939796903478,2457.0,42.66696817653824,2.112307609647325,731808,1261176,129601.25330615044,35084
hpo_with_rl,2a_Hurink_sdata_38_workers.fjs,3,1002,4674.760846211243,2206.0,46.74045241897063,2.119111897647889,722268,1535748,129600.05146098137,34040
hpo_with_rl,2a_Hurink_sdata_38_workers.fjs,4,1003,4932.148345993597,2321.0,66.20501406072783,2.1250100585926743,474648,1648440,129600.57521033287,33808
hpo_with_rl,2a_Hurink_sdata_38_workers.fjs,5,1004,5233.801923072355,2484.0,49.01031504042497,2.107005605101592,909096,1220304,129601.63109326363,35425
hpo_with_rl,2a_Hurink_sdata_38_workers.fjs,6,1005,4833.161068330813,2292.0,38.10874437478721,2.1087090175963406,428436,1311480,129602.33060479164,35304
hpo_with_rl,2a_Hurink_sdata_38_workers.fjs,7,1006,4681.603416752626,2205.0,48.938905212806006,2.123176152722279,526680,2077368,129603.03227186203,32363
